YEAR,MO,DY,HR,TEMP,PRCP,HMDT,WND_SPD,ATM_PRESS,REF
2021,9,25,7,13.82,0.0,77.0,5.55,99.46,202109
2021,9,25,8,15.01,0.0,73.12,6.39,99.48,202109
2021,9,25,9,16.7,0.0,62.5,7.18,99.51,202109
2021,9,25,10,18.06,0.0,50.44,7.38,99.51,202109
2021,9,25,11,18.69,0.01,43.69,7.09,99.47,202109
2021,9,25,12,18.95,0.01,41.12,6.94,99.43,202109
2021,9,25,13,19.55,0.0,39.12,6.6,99.37,202109
2021,9,25,14,19.9,0.0,38.19,6.04,99.32,202109
2021,9,25,15,20.05,0.0,38.38,5.64,99.29,202109
2021,9,25,16,19.88,0.0,39.94,5.37,99.27,202109
2021,9,25,17,18.66,0.0,47.0,5.08,99.28,202109
2021,9,25,18,17.55,0.0,51.44,5.49,99.33,202109
2021,9,25,19,17.0,0.0,54.19,5.66,99.35,202109
2021,9,25,20,16.25,0.0,57.25,5.79,99.35,202109
2021,9,25,21,15.7,0.0,59.38,5.97,99.36,202109
2021,9,25,22,15.07,0.0,62.0,6.39,99.34,202109
2021,9,25,23,14.48,0.0,65.0,6.89,99.33,202109
2021,9,26,0,13.84,0.13,68.44,7.29,99.34,202109
2021,9,26,1,13.19,0.13,72.62,7.61,99.32,202109
2021,9,26,2,12.78,0.13,75.56,7.93,99.28,202109
2021,9,26,3,12.66,0.0,76.88,7.69,99.26,202109
2021,9,26,4,12.69,0.0,77.25,7.45,99.25,202109
2021,9,26,5,12.69,0.0,77.88,7.38,99.24,202109
2021,9,26,6,12.94,0.0,77.56,7.38,99.26,202109
2021,9,26,7,14.2,0.0,72.0,7.26,99.28,202109
2021,9,26,8,16.37,0.0,63.5,7.15,99.29,202109
2021,9,26,9,19.19,0.0,52.94,8.07,99.28,202109
2021,9,26,10,21.83,0.0,47.62,8.13,99.25,202109
2021,9,26,11,23.38,0.0,46.25,7.79,99.17,202109
2021,9,26,12,24.02,0.0,45.56,7.67,99.08,202109
2021,9,26,13,23.9,0.0,46.12,7.62,99.0,202109
2021,9,26,14,23.76,0.0,46.75,7.59,98.94,202109
2021,9,26,15,23.29,0.0,48.62,7.18,98.89,202109
2021,9,26,16,22.58,0.0,51.44,7.13,98.83,202109
2021,9,26,17,21.87,0.0,54.44,7.48,98.81,202109
2021,9,26,18,21.32,0.0,56.5,8.03,98.83,202109
2021,9,26,19,20.84,0.0,58.69,8.29,98.84,202109
2021,9,26,20,20.48,0.0,60.31,8.12,98.85,202109
2021,9,26,21,20.16,0.0,61.44,8.54,98.83,202109
2021,9,26,22,19.73,0.0,63.38,9.32,98.79,202109
2021,9,26,23,19.32,0.0,65.88,9.46,98.77,202109
2021,9,27,0,18.84,0.0,69.12,9.23,98.76,202109
2021,9,27,1,18.3,0.0,73.56,8.84,98.74,202109
2021,9,27,2,17.77,0.0,78.0,8.5,98.73,202109
2021,9,27,3,17.46,0.0,81.25,8.29,98.72,202109
2021,9,27,4,17.26,0.0,83.62,8.1,98.71,202109
2021,9,27,5,17.03,0.0,85.56,7.84,98.69,202109
2021,9,27,6,17.14,0.0,85.62,7.65,98.67,202109
2021,9,27,7,18.16,0.0,81.44,7.12,98.65,202109
2021,9,27,8,20.12,0.0,74.56,6.94,98.64,202109
2021,9,27,9,21.81,0.0,68.62,5.92,98.63,202109
2021,9,27,10,22.99,0.0,63.5,4.74,98.63,202109
2021,9,27,11,24.05,0.0,58.56,4.02,98.62,202109
2021,9,27,12,25.01,0.0,54.06,3.5,98.61,202109
2021,9,27,13,25.86,0.0,50.38,2.85,98.59,202109
2021,9,27,14,25.58,0.0,52.12,2.96,98.59,202109
2021,9,27,15,23.5,0.0,62.0,4.42,98.63,202109
2021,9,27,16,20.65,0.0,76.25,6.6,98.74,202109
2021,9,27,17,18.11,0.0,91.0,8.34,98.86,202109
2021,9,27,18,17.51,0.0,93.31,8.14,98.94,202109
2021,9,27,19,17.37,0.0,91.81,7.29,99.01,202109
2021,9,27,20,17.29,0.0,91.06,6.42,99.06,202109
2021,9,27,21,17.54,0.0,89.06,6.15,99.08,202109
2021,9,27,22,18.01,0.0,86.38,6.28,99.1,202109
2021,9,27,23,18.26,0.0,85.56,6.38,99.11,202109
2021,9,28,0,18.23,0.0,85.38,6.36,99.12,202109
2021,9,28,1,18.1,0.0,84.94,6.45,99.14,202109
2021,9,28,2,17.83,0.0,85.81,6.48,99.17,202109
2021,9,28,3,17.44,0.0,88.38,6.44,99.22,202109
2021,9,28,4,17.01,0.0,90.56,6.34,99.28,202109
2021,9,28,5,16.67,0.0,89.44,6.4,99.34,202109
2021,9,28,6,16.97,0.0,84.81,6.43,99.38,202109
2021,9,28,7,17.73,0.0,78.56,6.45,99.43,202109
2021,9,28,8,18.2,0.0,73.75,5.88,99.48,202109
2021,9,28,9,18.58,0.0,69.19,5.39,99.53,202109
2021,9,28,10,18.87,0.0,65.44,5.14,99.55,202109
2021,9,28,11,19.09,0.0,62.0,5.02,99.55,202109
2021,9,28,12,19.21,0.0,59.62,4.98,99.52,202109
2021,9,28,13,19.24,0.0,58.38,4.84,99.47,202109
2021,9,28,14,19.21,0.0,57.56,4.59,99.44,202109
2021,9,28,15,19.02,0.0,58.19,4.36,99.41,202109
2021,9,28,16,18.49,0.0,61.19,4.16,99.4,202109
2021,9,28,17,17.44,0.0,68.38,3.71,99.39,202109
2021,9,28,18,16.82,0.0,72.56,3.86,99.4,202109
2021,9,28,19,16.81,0.0,73.88,3.96,99.4,202109
2021,9,28,20,16.92,0.0,74.75,4.04,99.42,202109
2021,9,28,21,17.06,0.0,76.31,4.29,99.42,202109
2021,9,28,22,17.11,0.0,79.56,4.6,99.42,202109
2021,9,28,23,17.01,0.0,83.25,4.77,99.43,202109
2021,9,29,0,16.79,0.0,86.88,4.75,99.47,202109
2021,9,29,1,16.48,0.0,89.56,4.64,99.5,202109
2021,9,29,2,16.15,0.0,91.69,4.6,99.54,202109
2021,9,29,3,15.87,0.0,93.06,4.47,99.58,202109
2021,9,29,4,15.59,0.0,94.38,4.28,99.61,202109
2021,9,29,5,15.3,0.0,96.0,4.09,99.63,202109
2021,9,29,6,15.56,0.02,94.12,3.75,99.65,202109
2021,9,29,7,16.72,0.01,87.31,3.42,99.67,202109
2021,9,29,8,17.81,0.0,81.31,2.56,99.69,202109
2021,9,29,9,19.59,0.0,73.5,2.49,99.7,202109
2021,9,29,10,21.39,0.0,63.62,2.7,99.7,202109
2021,9,29,11,22.09,0.0,60.5,2.8,99.69,202109
2021,9,29,12,22.34,0.0,60.0,2.9,99.65,202109
2021,9,29,13,22.43,0.0,58.81,3.1,99.61,202109
2021,9,29,14,22.26,0.0,58.56,3.33,99.58,202109
2021,9,29,15,21.77,0.0,59.94,3.46,99.57,202109
2021,9,29,16,20.86,0.0,63.44,3.68,99.59,202109
2021,9,29,17,19.37,0.0,69.0,4.09,99.64,202109
2021,9,29,18,18.58,0.0,73.25,4.34,99.69,202109
2021,9,29,19,18.47,0.0,74.5,4.43,99.71,202109
2021,9,29,20,18.44,0.0,75.56,4.55,99.73,202109
2021,9,29,21,18.47,0.0,76.38,4.63,99.76,202109
2021,9,29,22,18.44,0.0,77.56,4.56,99.79,202109
2021,9,29,23,18.19,0.0,78.88,4.5,99.82,202109
2021,9,30,0,17.83,0.01,80.44,4.47,99.84,202109
2021,9,30,1,17.34,0.01,82.75,4.39,99.87,202109
2021,9,30,2,16.77,0.01,85.94,4.25,99.89,202109
2021,9,30,3,16.37,0.0,88.69,4.05,99.89,202109
2021,9,30,4,16.04,0.0,91.44,3.92,99.91,202109
2021,9,30,5,15.69,0.0,94.31,3.85,99.93,202109
2021,9,30,6,15.8,0.0,94.31,3.73,99.95,202109
2021,9,30,7,16.58,0.0,90.19,3.84,99.98,202109
2021,9,30,8,17.44,0.0,86.31,3.47,100.0,202109
2021,9,30,9,18.63,0.0,81.06,3.54,100.0,202109
2021,9,30,10,19.97,0.0,75.69,3.41,100.0,202109
2021,9,30,11,21.28,0.0,68.88,2.83,99.98,202109
2021,9,30,12,22.33,0.0,62.12,2.62,99.94,202109
2021,9,30,13,22.73,0.0,58.94,2.81,99.9,202109
2021,9,30,14,22.65,0.0,58.12,3.07,99.89,202109
2021,9,30,15,22.3,0.0,58.25,3.23,99.89,202109
2021,9,30,16,21.54,0.0,60.94,3.2,99.91,202109
2021,9,30,17,20.12,0.0,67.75,3.09,99.94,202109
2021,9,30,18,19.45,0.0,69.12,3.37,99.97,202109
2021,9,30,19,19.23,0.0,69.75,3.59,100.0,202109
2021,9,30,20,18.98,0.0,70.62,3.89,100.02,202109
2021,9,30,21,18.65,0.0,71.81,4.21,100.03,202109
2021,9,30,22,18.31,0.0,73.19,4.5,100.03,202109
2021,9,30,23,17.94,0.0,74.75,4.66,100.05,202109
2021,10,1,0,17.57,0.0,76.56,4.66,100.07,202110
2021,10,1,1,17.21,0.0,78.56,4.61,100.08,202110
2021,10,1,2,16.86,0.0,80.69,4.56,100.08,202110
2021,10,1,3,16.5,0.0,83.44,4.46,100.09,202110
2021,10,1,4,16.12,0.0,86.88,4.41,100.09,202110
2021,10,1,5,15.79,0.0,90.06,4.42,100.09,202110
2021,10,1,6,15.96,0.0,90.38,4.39,100.09,202110
2021,10,1,7,16.88,0.0,86.0,4.34,100.09,202110
2021,10,1,8,18.26,0.0,79.94,3.67,100.08,202110
2021,10,1,9,20.27,0.0,73.81,3.34,100.07,202110
2021,10,1,10,22.62,0.0,65.69,3.18,100.05,202110
2021,10,1,11,24.39,0.0,60.69,2.78,100.02,202110
2021,10,1,12,25.42,0.0,55.94,2.58,99.96,202110
2021,10,1,13,26.04,0.0,51.38,2.45,99.86,202110
2021,10,1,14,26.19,0.0,48.25,2.55,99.78,202110
2021,10,1,15,25.73,0.0,48.12,2.88,99.74,202110
2021,10,1,16,24.42,0.0,55.44,2.86,99.74,202110
2021,10,1,17,22.56,0.0,62.94,3.43,99.75,202110
2021,10,1,18,21.8,0.0,64.94,3.95,99.78,202110
2021,10,1,19,21.39,0.0,65.88,4.35,99.8,202110
2021,10,1,20,21.0,0.0,66.25,4.97,99.79,202110
2021,10,1,21,20.48,0.0,66.56,5.81,99.76,202110
2021,10,1,22,19.84,0.0,67.88,6.56,99.73,202110
2021,10,1,23,19.21,0.0,70.5,6.76,99.7,202110
2021,10,2,0,18.81,0.0,72.88,6.7,99.68,202110
2021,10,2,1,18.58,0.0,74.5,6.53,99.66,202110
2021,10,2,2,18.43,0.01,75.81,6.16,99.63,202110
2021,10,2,3,18.27,0.06,78.31,5.74,99.59,202110
2021,10,2,4,18.08,0.11,81.81,5.44,99.56,202110
2021,10,2,5,17.89,0.05,85.19,5.38,99.54,202110
2021,10,2,6,17.9,0.14,87.56,5.5,99.5,202110
2021,10,2,7,18.19,0.03,88.81,5.28,99.49,202110
2021,10,2,8,18.87,0.07,88.88,4.89,99.46,202110
2021,10,2,9,20.23,0.13,86.94,4.49,99.45,202110
2021,10,2,10,21.43,0.23,84.25,3.89,99.43,202110
2021,10,2,11,21.84,0.21,83.44,3.48,99.37,202110
2021,10,2,12,22.01,0.19,83.75,3.23,99.3,202110
2021,10,2,13,22.09,0.2,84.56,3.03,99.22,202110
2021,10,2,14,22.08,0.21,86.31,2.79,99.16,202110
2021,10,2,15,21.89,0.16,89.19,2.71,99.11,202110
2021,10,2,16,21.44,0.18,93.0,2.73,99.09,202110
2021,10,2,17,20.91,0.18,96.06,3.06,99.08,202110
2021,10,2,18,20.62,0.17,97.88,3.43,99.09,202110
2021,10,2,19,20.41,0.17,98.31,3.71,99.08,202110
2021,10,2,20,20.28,0.17,98.0,4.04,99.07,202110
2021,10,2,21,20.13,0.15,97.38,4.3,99.04,202110
2021,10,2,22,19.98,0.1,96.75,4.42,99.01,202110
2021,10,2,23,19.76,0.12,96.5,4.34,98.97,202110
2021,10,3,0,19.55,0.43,96.25,4.19,98.95,202110
2021,10,3,1,19.33,2.04,96.19,4.03,98.93,202110
2021,10,3,2,19.15,1.56,96.0,3.78,98.89,202110
2021,10,3,3,19.04,0.51,95.81,3.47,98.88,202110
2021,10,3,4,18.97,0.11,95.62,3.15,98.87,202110
2021,10,3,5,18.91,0.04,95.44,2.9,98.87,202110
2021,10,3,6,19.02,0.21,95.31,2.66,98.87,202110
2021,10,3,7,19.54,0.37,94.56,2.55,98.88,202110
2021,10,3,8,19.87,0.4,94.5,2.18,98.87,202110
2021,10,3,9,20.87,0.47,90.38,1.75,98.85,202110
2021,10,3,10,22.02,0.51,81.5,1.57,98.82,202110
2021,10,3,11,22.8,0.63,74.94,1.5,98.78,202110
2021,10,3,12,22.72,0.76,73.69,1.59,98.74,202110
2021,10,3,13,22.44,0.82,74.56,1.66,98.72,202110
2021,10,3,14,22.15,0.75,76.12,1.65,98.73,202110
2021,10,3,15,21.86,0.68,78.0,1.68,98.73,202110
2021,10,3,16,21.44,0.58,80.06,1.74,98.75,202110
2021,10,3,17,20.58,0.46,85.31,1.76,98.79,202110
2021,10,3,18,20.05,0.32,86.5,1.83,98.82,202110
2021,10,3,19,19.69,0.08,86.94,1.93,98.84,202110
2021,10,3,20,19.34,0.04,88.0,1.96,98.84,202110
2021,10,3,21,18.99,0.14,89.06,2.1,98.83,202110
2021,10,3,22,18.65,0.15,89.88,2.61,98.82,202110
2021,10,3,23,18.3,0.41,91.75,3.2,98.8,202110
2021,10,4,0,17.98,0.5,94.44,3.36,98.8,202110
2021,10,4,1,17.76,0.42,96.31,3.31,98.84,202110
2021,10,4,2,17.72,0.35,96.56,3.26,98.86,202110
2021,10,4,3,17.8,0.41,96.12,3.4,98.89,202110
2021,10,4,4,17.88,0.39,95.94,3.76,98.94,202110
2021,10,4,5,18.05,0.46,95.56,4.1,99.0,202110
2021,10,4,6,18.51,0.16,94.88,4.52,99.07,202110
2021,10,4,7,19.22,0.19,93.38,5.24,99.14,202110
2021,10,4,8,19.64,0.15,90.44,5.81,99.2,202110
2021,10,4,9,19.96,0.08,86.94,6.32,99.25,202110
2021,10,4,10,20.39,0.04,83.19,6.5,99.27,202110
2021,10,4,11,20.61,0.03,81.62,6.42,99.28,202110
2021,10,4,12,20.52,0.03,81.69,6.37,99.28,202110
2021,10,4,13,20.31,0.04,82.5,6.4,99.28,202110
2021,10,4,14,19.92,0.05,83.94,6.57,99.31,202110
2021,10,4,15,19.42,0.05,85.94,6.85,99.36,202110
2021,10,4,16,18.94,0.04,88.0,7.06,99.43,202110
2021,10,4,17,18.55,0.03,89.94,7.01,99.49,202110
2021,10,4,18,18.47,0.02,90.69,7.15,99.55,202110
2021,10,4,19,18.51,0.04,90.81,7.16,99.6,202110
2021,10,4,20,18.6,0.07,91.44,7.14,99.64,202110
2021,10,4,21,18.67,0.05,92.62,6.94,99.65,202110
2021,10,4,22,18.79,0.05,93.31,6.53,99.67,202110
2021,10,4,23,18.75,0.03,93.75,5.9,99.69,202110
2021,10,5,0,18.55,0.02,93.31,5.61,99.74,202110
2021,10,5,1,18.35,0.03,92.44,5.36,99.79,202110
2021,10,5,2,18.11,0.02,92.38,5.27,99.82,202110
2021,10,5,3,17.96,0.01,91.06,5.46,99.85,202110
2021,10,5,4,17.91,0.01,90.44,5.65,99.88,202110
2021,10,5,5,17.9,0.01,90.06,5.9,99.92,202110
2021,10,5,6,17.99,0.0,89.38,6.24,99.96,202110
2021,10,5,7,18.35,0.0,87.69,6.62,100.01,202110
2021,10,5,8,18.74,0.0,84.94,6.84,100.06,202110
2021,10,5,9,19.01,0.0,82.5,6.73,100.12,202110
2021,10,5,10,19.08,0.0,82.12,6.64,100.15,202110
2021,10,5,11,19.21,0.0,82.06,6.67,100.15,202110
2021,10,5,12,19.44,0.0,81.31,6.75,100.13,202110
2021,10,5,13,19.43,0.0,81.62,6.88,100.09,202110
2021,10,5,14,19.4,0.0,82.25,6.9,100.08,202110
2021,10,5,15,19.39,0.0,82.81,6.8,100.08,202110
2021,10,5,16,19.3,0.0,83.56,6.66,100.08,202110
2021,10,5,17,19.01,0.0,86.19,6.3,100.09,202110
2021,10,5,18,18.99,0.0,88.0,6.19,100.13,202110
2021,10,5,19,19.22,0.0,88.44,5.89,100.16,202110
2021,10,5,20,19.26,0.0,89.38,5.6,100.17,202110
2021,10,5,21,19.1,0.0,91.19,5.43,100.19,202110
2021,10,5,22,18.71,0.0,94.38,5.41,100.2,202110
2021,10,5,23,18.4,0.0,96.44,5.51,100.22,202110
2021,10,6,0,18.09,0.0,98.0,5.39,100.23,202110
2021,10,6,1,17.9,0.0,98.0,5.48,100.24,202110
2021,10,6,2,17.73,0.0,97.56,5.52,100.24,202110
2021,10,6,3,17.56,0.0,97.06,5.47,100.25,202110
2021,10,6,4,17.37,0.0,97.12,5.27,100.26,202110
2021,10,6,5,17.22,0.0,97.44,5.23,100.27,202110
2021,10,6,6,17.51,0.02,95.25,5.44,100.27,202110
2021,10,6,7,18.32,0.02,90.25,6.01,100.29,202110
2021,10,6,8,18.75,0.03,87.06,6.02,100.3,202110
2021,10,6,9,19.08,0.01,84.56,5.97,100.3,202110
2021,10,6,10,19.27,0.02,82.62,5.95,100.27,202110
2021,10,6,11,19.54,0.02,80.75,5.81,100.22,202110
2021,10,6,12,19.55,0.05,80.31,5.6,100.15,202110
2021,10,6,13,19.49,0.08,81.19,5.29,100.09,202110
2021,10,6,14,19.55,0.12,81.75,4.87,100.05,202110
2021,10,6,15,19.56,0.12,82.44,4.67,100.04,202110
2021,10,6,16,19.32,0.3,84.56,4.6,100.02,202110
2021,10,6,17,18.98,0.4,87.62,4.6,100.02,202110
2021,10,6,18,18.94,0.36,89.31,4.83,100.04,202110
2021,10,6,19,18.98,0.2,91.06,4.97,100.05,202110
2021,10,6,20,19.02,0.07,92.75,5.01,100.05,202110
2021,10,6,21,19.02,0.22,94.31,4.99,100.02,202110
2021,10,6,22,18.99,0.29,95.25,4.93,99.97,202110
2021,10,6,23,18.91,0.11,95.81,4.92,99.91,202110
2021,10,7,0,18.73,0.32,96.31,4.86,99.91,202110
2021,10,7,1,18.62,0.55,96.44,4.7,99.92,202110
2021,10,7,2,18.62,0.37,96.12,4.43,99.9,202110
2021,10,7,3,18.63,0.32,95.94,4.24,99.88,202110
2021,10,7,4,18.65,0.48,95.75,4.16,99.89,202110
2021,10,7,5,18.65,0.52,95.69,4.15,99.88,202110
2021,10,7,6,18.69,1.1,95.56,4.33,99.87,202110
2021,10,7,7,19.0,0.38,94.88,4.78,99.86,202110
2021,10,7,8,19.38,0.22,93.88,4.72,99.86,202110
2021,10,7,9,19.83,0.12,91.25,4.35,99.83,202110
2021,10,7,10,20.19,0.05,88.38,3.78,99.8,202110
2021,10,7,11,20.74,0.04,84.94,3.08,99.74,202110
2021,10,7,12,21.26,0.06,81.56,2.64,99.67,202110
2021,10,7,13,21.55,0.06,79.25,2.36,99.6,202110
2021,10,7,14,21.61,0.04,78.25,2.26,99.55,202110
2021,10,7,15,21.51,0.05,78.69,2.33,99.52,202110
2021,10,7,16,21.05,0.24,82.56,2.18,99.51,202110
2021,10,7,17,20.01,0.49,88.25,2.29,99.52,202110
2021,10,7,18,19.6,0.65,89.62,2.35,99.53,202110
2021,10,7,19,19.42,0.69,90.44,2.18,99.52,202110
2021,10,7,20,19.24,0.79,91.5,2.23,99.52,202110
2021,10,7,21,19.05,0.73,92.56,2.33,99.52,202110
2021,10,7,22,19.01,0.89,93.0,2.22,99.5,202110
2021,10,7,23,18.93,0.82,92.94,2.39,99.48,202110
2021,10,8,0,18.73,0.73,92.06,3.06,99.47,202110
2021,10,8,1,18.34,0.65,92.0,3.51,99.48,202110
2021,10,8,2,17.83,0.81,92.81,3.55,99.47,202110
2021,10,8,3,17.39,0.81,93.88,3.3,99.47,202110
2021,10,8,4,17.09,0.73,94.69,2.91,99.48,202110
2021,10,8,5,16.96,0.67,95.25,2.72,99.48,202110
2021,10,8,6,17.03,0.12,95.38,2.63,99.49,202110
2021,10,8,7,17.78,0.12,94.06,2.69,99.51,202110
2021,10,8,8,18.69,0.17,90.25,2.36,99.5,202110
2021,10,8,9,20.02,0.15,84.56,1.9,99.48,202110
2021,10,8,10,21.05,0.16,78.38,1.73,99.44,202110
2021,10,8,11,21.69,0.18,74.19,1.57,99.41,202110
2021,10,8,12,22.09,0.21,71.06,1.4,99.37,202110
2021,10,8,13,22.38,0.25,67.94,1.3,99.34,202110
2021,10,8,14,22.4,0.26,66.44,1.27,99.32,202110
2021,10,8,15,22.14,0.25,67.44,1.21,99.3,202110
2021,10,8,16,21.62,0.22,71.56,1.13,99.3,202110
2021,10,8,17,20.81,0.19,75.94,1.05,99.31,202110
2021,10,8,18,20.23,0.14,78.5,1.08,99.32,202110
2021,10,8,19,19.7,0.06,82.75,1.14,99.32,202110
2021,10,8,20,19.29,0.02,83.94,1.35,99.32,202110
2021,10,8,21,19.02,0.02,82.0,1.7,99.32,202110
2021,10,8,22,18.65,0.01,83.75,2.11,99.33,202110
2021,10,8,23,18.19,0.01,87.62,2.66,99.34,202110
2021,10,9,0,17.82,0.03,91.06,3.13,99.35,202110
2021,10,9,1,17.52,0.02,93.69,3.29,99.34,202110
2021,10,9,2,17.25,0.02,95.44,3.0,99.3,202110
2021,10,9,3,17.08,0.02,96.31,2.86,99.29,202110
2021,10,9,4,17.01,0.03,96.38,2.74,99.31,202110
2021,10,9,5,17.01,0.05,95.75,2.41,99.33,202110
2021,10,9,6,17.19,0.01,94.5,2.02,99.34,202110
2021,10,9,7,17.96,0.0,91.94,2.0,99.34,202110
2021,10,9,8,18.98,0.0,87.88,2.42,99.33,202110
2021,10,9,9,20.54,0.0,81.12,2.41,99.31,202110
2021,10,9,10,21.73,0.0,73.69,2.36,99.29,202110
2021,10,9,11,22.56,0.0,69.25,2.13,99.24,202110
2021,10,9,12,23.19,0.0,65.25,2.21,99.13,202110
2021,10,9,13,23.66,0.0,62.31,2.35,99.02,202110
2021,10,9,14,23.77,0.0,61.75,2.71,98.95,202110
2021,10,9,15,23.29,0.0,64.69,3.19,98.92,202110
2021,10,9,16,22.21,0.0,71.69,3.41,98.9,202110
2021,10,9,17,21.41,0.0,75.44,4.03,98.88,202110
2021,10,9,18,21.4,0.0,75.44,5.07,98.87,202110
2021,10,9,19,21.51,0.01,75.5,6.34,98.85,202110
2021,10,9,20,21.38,0.02,77.06,7.32,98.82,202110
2021,10,9,21,21.27,0.03,78.5,7.23,98.79,202110
2021,10,9,22,21.05,0.01,81.0,6.84,98.76,202110
2021,10,9,23,21.07,0.01,81.94,7.16,98.77,202110
2021,10,10,0,20.81,0.08,83.44,7.31,98.8,202110
2021,10,10,1,20.43,0.08,85.19,6.87,98.74,202110
2021,10,10,2,20.31,0.02,85.44,7.33,98.66,202110
2021,10,10,3,20.22,0.0,86.25,7.72,98.62,202110
2021,10,10,4,20.03,0.0,88.19,8.11,98.59,202110
2021,10,10,5,19.75,0.0,90.62,8.6,98.55,202110
2021,10,10,6,19.53,0.01,92.44,9.04,98.53,202110
2021,10,10,7,19.73,0.01,91.75,8.45,98.58,202110
2021,10,10,8,20.31,0.06,89.44,7.48,98.63,202110
2021,10,10,9,20.8,0.01,87.25,6.69,98.64,202110
2021,10,10,10,21.73,0.0,81.5,6.12,98.61,202110
2021,10,10,11,23.16,0.0,72.62,5.92,98.58,202110
2021,10,10,12,24.15,0.01,66.31,5.78,98.52,202110
2021,10,10,13,24.51,0.07,63.75,5.92,98.44,202110
2021,10,10,14,24.49,0.1,63.25,6.2,98.41,202110
2021,10,10,15,24.28,0.02,64.44,5.78,98.41,202110
2021,10,10,16,23.69,0.0,68.75,4.56,98.44,202110
2021,10,10,17,22.7,0.0,74.0,4.38,98.45,202110
2021,10,10,18,22.26,0.0,75.25,5.33,98.46,202110
2021,10,10,19,22.09,0.0,75.31,6.71,98.49,202110
2021,10,10,20,21.73,0.0,75.81,7.58,98.51,202110
2021,10,10,21,21.46,0.0,76.5,8.21,98.5,202110
2021,10,10,22,21.19,0.0,79.56,8.3,98.47,202110
2021,10,10,23,20.94,0.0,83.62,8.62,98.47,202110
2021,10,11,0,20.76,0.0,86.25,8.69,98.46,202110
2021,10,11,1,20.58,0.01,87.62,8.69,98.42,202110
2021,10,11,2,20.26,0.02,89.69,8.15,98.39,202110
2021,10,11,3,20.06,0.03,91.12,8.02,98.47,202110
2021,10,11,4,20.03,0.02,91.56,6.89,98.55,202110
2021,10,11,5,19.86,0.06,92.44,5.31,98.57,202110
2021,10,11,6,19.82,0.01,92.94,4.61,98.55,202110
2021,10,11,7,20.45,0.01,90.5,5.12,98.54,202110
2021,10,11,8,20.94,0.04,88.56,5.59,98.53,202110
2021,10,11,9,21.48,0.1,85.44,6.35,98.51,202110
2021,10,11,10,22.04,0.14,81.94,6.69,98.5,202110
2021,10,11,11,23.26,0.14,75.38,6.95,98.43,202110
2021,10,11,12,23.74,0.41,72.06,6.31,98.24,202110
2021,10,11,13,23.5,2.5,73.56,6.66,98.21,202110
2021,10,11,14,22.3,1.94,81.81,5.93,98.33,202110
2021,10,11,15,21.44,0.47,87.88,4.49,98.36,202110
2021,10,11,16,20.95,8.21,90.62,4.79,98.36,202110
2021,10,11,17,20.59,5.32,91.31,7.48,98.32,202110
2021,10,11,18,20.13,0.42,92.0,9.44,98.25,202110
2021,10,11,19,19.78,0.43,92.31,10.31,98.16,202110
2021,10,11,20,19.83,1.25,91.25,11.74,98.12,202110
2021,10,11,21,19.56,0.86,91.69,10.62,98.19,202110
2021,10,11,22,18.03,0.17,90.44,9.02,98.24,202110
2021,10,11,23,16.58,0.08,90.94,8.31,98.32,202110
2021,10,12,0,16.15,0.07,92.38,7.89,98.39,202110
2021,10,12,1,15.97,0.03,92.88,8.23,98.44,202110
2021,10,12,2,15.8,0.01,93.19,8.3,98.48,202110
2021,10,12,3,15.98,0.01,92.12,9.37,98.51,202110
2021,10,12,4,16.23,0.0,92.56,9.62,98.56,202110
2021,10,12,5,16.45,0.01,93.06,9.51,98.63,202110
2021,10,12,6,16.57,0.09,93.12,9.09,98.7,202110
2021,10,12,7,16.96,0.09,91.69,8.48,98.79,202110
2021,10,12,8,17.76,0.04,87.81,8.06,98.86,202110
2021,10,12,9,18.58,0.02,83.69,7.7,98.91,202110
2021,10,12,10,19.32,0.01,80.5,7.32,98.96,202110
2021,10,12,11,19.92,0.02,77.69,6.64,98.99,202110
2021,10,12,12,20.16,0.03,75.88,5.78,98.99,202110
2021,10,12,13,20.3,0.01,74.94,4.84,98.99,202110
2021,10,12,14,20.29,0.01,74.62,3.98,99.01,202110
2021,10,12,15,20.22,0.01,74.56,3.34,99.04,202110
2021,10,12,16,19.89,0.01,76.75,2.71,99.1,202110
2021,10,12,17,19.07,0.01,80.81,2.5,99.15,202110
2021,10,12,18,18.54,0.01,79.5,3.12,99.22,202110
2021,10,12,19,17.77,0.01,81.69,3.53,99.27,202110
2021,10,12,20,17.0,0.01,84.19,3.35,99.28,202110
2021,10,12,21,16.53,0.01,85.31,2.77,99.27,202110
2021,10,12,22,16.27,0.0,86.12,2.46,99.28,202110
2021,10,12,23,16.09,0.0,86.5,2.06,99.27,202110
2021,10,13,0,15.88,0.0,87.31,1.99,99.29,202110
2021,10,13,1,15.73,0.0,88.12,2.17,99.34,202110
2021,10,13,2,15.62,0.0,88.5,2.18,99.36,202110
2021,10,13,3,15.37,0.0,89.81,2.17,99.38,202110
2021,10,13,4,15.12,0.0,91.69,2.28,99.38,202110
2021,10,13,5,14.77,0.0,94.62,2.89,99.36,202110
2021,10,13,6,14.72,0.0,95.88,3.55,99.36,202110
2021,10,13,7,15.9,0.0,90.06,4.14,99.36,202110
2021,10,13,8,16.84,0.0,85.5,4.49,99.3,202110
2021,10,13,9,18.55,0.0,73.69,6.18,99.22,202110
2021,10,13,10,20.11,0.13,62.94,6.72,99.23,202110
